Niveau	Date et heure	Source	ID de l’événement	Catégorie de la tâche
Erreur	08/10/2025 20:47:31	Microsoft-Windows-WindowsUpdateClient	20	Agent de mise à jour automatique Windows Update	Échec de l’installation : l’installation de la mise à jour suivante a échoue avec l’erreur 0xC190020E : Windows 11, version 24H2.
Erreur	07/10/2025 17:12:50	Volsnap	36	Aucun	Les clichés instantanés du volume C: ont été annulés car le stockage du cliché instantané n’a pas pu s’agrandir en raison d’une limite utilisateur.
Erreur	07/10/2025 14:36:27	Microsoft-Windows-WindowsUpdateClient	20	Agent de mise à jour automatique Windows Update	Échec de l’installation : l’installation de la mise à jour suivante a échoue avec l’erreur 0xC190020E : Windows 11, version 24H2.
Erreur	07/10/2025 11:05:12	Microsoft-Windows-Security-Kerberos	19	Aucun	Le certificat KDC pour le contrôleur de domaine ne contient pas l’utilisation améliorée de la clé KDC : 1.3.6.1.5.2.3.5 : Code d’erreur 0xc0000320. Pour résoudre cette erreur, l’administrateur du domaine doit obtenir un certificat avec l’utilisation améliorée de la clé KDC pour le contrôleur de domaine. Lorsque vous utilisez Windows Server, les services de certificats créent un certificat basé sur le modèle d’authentification Kerberos.
Erreur	07/10/2025 11:00:01	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	07/10/2025 11:00:01	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	07/10/2025 10:12:27	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	07/10/2025 10:11:08	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	07/10/2025 10:11:01	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	07/10/2025 08:15:20	Service Control Manager	7000	Aucun	"Le service Service Google Update (gupdate) n’a pas pu démarrer en raison de l’erreur : 
Le service n’a pas répondu assez vite à la demande de lancement ou de contrôle."
Erreur	07/10/2025 08:15:20	Service Control Manager	7009	Aucun	Le dépassement de délai (30000 millisecondes) a été atteint lors de l’attente de la connexion du service Service Google Update (gupdate).
Erreur	07/10/2025 08:15:18	Service Control Manager	7000	Aucun	"Le service Microsoft Cloud Managed Desktop Extension n’a pas pu démarrer en raison de l’erreur : 
Le fichier spécifié est introuvable."
Erreur	07/10/2025 08:13:27	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	07/10/2025 08:13:27	Microsoft-Windows-Security-Kerberos	11	Aucun	Le nom unique figurant dans le champ Objet de votre certificat d’ouverture de session par carte à puce ne contient pas suffisamment d’informations pour identifier le domaine adéquat sur un ordinateur qui n’est pas membre d’un domaine. Contactez votre administrateur système.
Erreur	07/10/2025 08:13:04	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	07/10/2025 08:12:48	NETLOGON	5719	Aucun	"Cet ordinateur n’a pas pu configurer une session sécurisée avec un contrôleur de domaine dans le domaine AFDB pour la raison suivante : 
Nous n’avons pas pu vous connecter avec ces informations d’identification, car votre domaine n’est pas disponible. Vérifiez que votre appareil est connecté au réseau de votre organisation, puis réessayez. Si vous vous connectiez sur cet appareil avec d’autres informations d’identification auparavant, vous pouvez utiliser celles-ci pour vous connecter. 
Cela peut entraîner des problèmes d’authentification. Vérifiez que cet ordinateur est connecté au réseau. Si le problème persiste, contactez votre administrateur de domaine.  

INFORMATIONS SUPPLÉMENTAIRES 
Si cet ordinateur est un contrôleur de domaine pour le domaine spécifié, il installe la session sécurisée sur l’émulateur de contrôleur de domaine principal dans le domaine spécifié. Sinon, cet ordinateur installe la session sécurisée sur n’importe quel contrôleur de domaine du domaine spécifié."
Erreur	07/10/2025 08:12:41	hasplms	3	Aucun	ERROR: DEP policy is not enabled due system configuration

Erreur	07/10/2025 04:53:52	Microsoft-Windows-GroupPolicy	1052	Aucun	Le traitement de la stratégie de groupe a échoué. Windows n’a pas pu déterminer le rôle de cet ordinateur. Les informations de rôle (groupe de travail, serveur membre ou contrôleur de domaine) sont requises pour traiter la stratégie de groupe.
Erreur	07/10/2025 04:53:51	Microsoft-Windows-GroupPolicy	1052	Aucun	Le traitement de la stratégie de groupe a échoué. Windows n’a pas pu déterminer le rôle de cet ordinateur. Les informations de rôle (groupe de travail, serveur membre ou contrôleur de domaine) sont requises pour traiter la stratégie de groupe.
Erreur	07/10/2025 04:53:38	Microsoft-Windows-DistributedCOM	10010	Aucun	Le serveur {F65817C8-DD85-4136-89F0-B9D12939F2C4} ne s’est pas enregistré sur DCOM avant la fin du temps imparti.
Erreur	07/10/2025 04:49:31	NETLOGON	5719	Aucun	"Cet ordinateur n’a pas pu configurer une session sécurisée avec un contrôleur de domaine dans le domaine AFDB pour la raison suivante : 
Nous n’avons pas pu vous connecter avec ces informations d’identification, car votre domaine n’est pas disponible. Vérifiez que votre appareil est connecté au réseau de votre organisation, puis réessayez. Si vous vous connectiez sur cet appareil avec d’autres informations d’identification auparavant, vous pouvez utiliser celles-ci pour vous connecter. 
Cela peut entraîner des problèmes d’authentification. Vérifiez que cet ordinateur est connecté au réseau. Si le problème persiste, contactez votre administrateur de domaine.  

INFORMATIONS SUPPLÉMENTAIRES 
Si cet ordinateur est un contrôleur de domaine pour le domaine spécifié, il installe la session sécurisée sur l’émulateur de contrôleur de domaine principal dans le domaine spécifié. Sinon, cet ordinateur installe la session sécurisée sur n’importe quel contrôleur de domaine du domaine spécifié."
Erreur	07/10/2025 02:14:41	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	07/10/2025 01:27:10	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	07/10/2025 00:36:41	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	07/10/2025 00:18:50	Microsoft-Windows-GroupPolicy	1129	Aucun	Échec du traitement de la stratégie de groupe en raison d’une absence de connectivité réseau vers un contrôleur de domaine. Il peut s’agir d’un problème temporaire. Un message de réussite est généré une fois que l’ordinateur est connecté au contrôleur de domaine et que la stratégie de groupe est correctement traitée. Si aucun message de réussite ne s’affiche pendant plusieurs heures, contactez votre administrateur.
Erreur	07/10/2025 00:18:50	NETLOGON	5719	Aucun	"Cet ordinateur n’a pas pu configurer une session sécurisée avec un contrôleur de domaine dans le domaine AFDB pour la raison suivante : 
Nous n’avons pas pu vous connecter avec ces informations d’identification, car votre domaine n’est pas disponible. Vérifiez que votre appareil est connecté au réseau de votre organisation, puis réessayez. Si vous vous connectiez sur cet appareil avec d’autres informations d’identification auparavant, vous pouvez utiliser celles-ci pour vous connecter. 
Cela peut entraîner des problèmes d’authentification. Vérifiez que cet ordinateur est connecté au réseau. Si le problème persiste, contactez votre administrateur de domaine.  

INFORMATIONS SUPPLÉMENTAIRES 
Si cet ordinateur est un contrôleur de domaine pour le domaine spécifié, il installe la session sécurisée sur l’émulateur de contrôleur de domaine principal dans le domaine spécifié. Sinon, cet ordinateur installe la session sécurisée sur n’importe quel contrôleur de domaine du domaine spécifié."
